post_id,topic,topic_name,probability_score,label,text,engagement
14177795,50,Poetry & Literature,0,,"Audre Lorde: ""The white fathers told us: I think, therefore I am. The Black mother within each of us—the poet—whispers in our dreams: I feel, therefore I can be free. Poetry coins the language to express and charter this revolutionary demand, the implementation of that freedom.""",12
55736812,42,Autism & Communication,0,,"The autistic urge to question a social media site for not having a an ""edit"" option on a post.

My brain doesn't cope well with not being able to edit a post at least half a dozen times, because it has to be right. 

#autisticadam",61
60773555,15,Sports,0,,See football fans? The Washington football team can still do everything the same & y'all can still have y'all little rivalry with the Cowboys completely unaffected without having an outlandishly racist name & mascot anymore.,12
167844983,23,Food & Cooking,0,,"Had lunch at Mamasita today, sat at window looking onto tram stop. Had:
Elote (sweetcorn, Chipotle mayo, queso)
Braised squid flautas
Grilled prawn tostada.
(Would have liked one of their meal combos but those are only available for 2 or more diners). 
 #food #Melbourne",10
211774780,52,Fitness & Gym,0,,"Up 20 lbs for the top set on the plate-loaded incline press today. Came easy enough that switching those 10s to 25s shouldn’t be too long now. And 45s someday, come hell or high water. 

#fatandstrong #naturalpowerlifter",16
12737585,12,Climate & Energy,0,,"Detailed weather observations were taken on board US naval ships during WW2 but the logbooks were classified until 2017.

Kevin Wood, Praveen Teleti, myself & 4000+ volunteers have now ensured that millions of these observations are available to science.
rmets.onlinelibrary.wiley.com/doi/full/10....",30
113726644,33,Gardening & Plants,0,,"🌱 My county has a conservation district that sells seedlings of native plants in bundles. Last time I ordered, they were sticks of about a ft tall. This time, some are about 2ft. I got lots of holes to dig!😱 for vine maples, mock orange and some Christmas trees.",15
42993853,0,Pets,0,,"At 10:30 last night, potential buyers asked to see our house at 10:15 this morning so I cleaned for 2 hours & Tandye & CJ got 3 hours of sleep after a night out dancing for the first time in months & we and the cats sat in a rainy parking lot for 40 minutes while the people no-called no-showed",12
22693117,10,Music,0,,"I’ve had the honor to construct & build this album from the grounds up since 2018 with the help of the greatest video game music artists!

I hope you enjoy our album! I’m ecstatic to have brought Rockman 2 composer Tateishi-san back from retirement with MM3’s Harumi-san & @@16598! 🥹🧡",13
99215636,31,Academia & Research,0,,"We’re hiring! Open area search for 4 (!) permanent positions, w particular interest in some areas (eg social psych). Job ad here: elxw.fa.em3.oraclecloud.com/hcmUI/Candid...

Feel free to reach out with Qs",8
57058050,39,Movies & Film,0,,"Tonight’s movie! Ex Machina (2015) I’m glad to have finally checked this out. A beautifully designed movie with great performances, amazing score, and an interesting storyline. I’ll have to marinate on it for a bit before giving it a rating, but I liked it a lot. #filmsky",10
152477198,78,Higher Education,0,,"Union or bust. Management's commitment to academic freedom, shared governance, etc etc only ever exists for the sake of brand management and is quickly discarded for the same reason. No one's coming to save us but us.",13
21816977,11,Books & Reading,0,,"Cover Reveal! Art by @@4140693. I'm delighted to have contributed to this anthology taking an ambitious look at the Earth's future. My story is about a threatening new visitor to the waters of an island. Published by Walker Books UK.

Pre-order at:
booklink.walker.co.uk/future-hopes/",7
74532595,10,Music,0,,"The Christmas ads have started on the telly, but do not despair. Allow me to direct you to the greatest Christmas ad ever made. The sort of ad John Lewis can only dream of. A feast for the eyes.  m.youtube.com/watch?v=aXLO...",6
20403609,23,Food & Cooking,0,,"Dinner!

Classic cassoulet, homemade bread, homemade tomato basil/caramelized onion cream soup with homemade croutons. Charcuterie plate features smoked trout, gooseberries, Stilton with apricot, Gouda, cornichons, and mesquite honey with chili crisp.

I’m very full.",194
82906242,48,Video Games,0,,"People have stopped talking about it but the FTC case against the Microsoft-ABK merger is still ongoing and can require them to split up. With Kotick leaving and Blizzard getting split off from Activision and King, we may get to have our cake and eat it too.",8
21085347,48,Video Games,0,,"sometimes I *really* miss videogame manuals and how they had artworks of the player character doing the things you can do in the game. 

Had far more personality than just showing screenshots of the actions",10
16656501,83,Economy & Jobs,0,,“How can people still think the economy is bad when wages are going up and inflation is slowing” it’s rent duh. It’s obviously rent prices. No one is even going to notice if eggs get a bit cheaper when everyone is paying half their income so they can share a one-bedroom with two other people,141
101872510,52,Fitness & Gym,0,,"Fuck every smug cunt who says working out is a key component to mental health and if you just get moving you're a lot of the way to feeling better

Fuck them especially because in my case at least they're right -_-;;;;",18
81943171,73,Writing & Authors,0,,"How do you get kickstarted on writing the first draft? The first in my series of articles on how to write a historical novel. Today: how I galvanise myself into starting a new writing project. 
#NaNoWriMo #nanowrimo2023 #HistoricalFiction annamazzola.com/getting-star...",10
18887235,20,Birds & Nature,0,,"The sun was out today, and the Red-bellied Woodpeckers very frequent visitors. There are several individuals around but this male always sticks out because of the “line” on his forehead. The female is a beauty as well with her blueish forehead. I love that these guys are hanging around. 🪶",37
94241902,33,Gardening & Plants,0,,"Our friends let us borrow their Rise Garden, and my husband has really gotten into it. One month of growth! Eggplant, peppers, 3 types of lettuce, sage, mustard greens, kale, tomatoes, bok choy, some kind of bean thing, basil, cilantro, Swiss chard, cucumbers",8
134810310,78,Higher Education,0,,Being in academia means I am increasingly annoyingly attentive to historical specificity but having been in and around organizing I am also wary of nitpicking generalizations that are meant to build solidarity across struggles,14
68966253,20,Birds & Nature,0,,"On the left, my new favorite bird walk cap knit by @@521846 with ""blue tit"" yarn. And on the right, a photo of one of our balcony blue tit visitors for comparison. A pretty darn good match if you ask me! 🪶",36
22676151,51,Ancient History,0,,"Probably one of my most important historical finds.
Fragment of Iron Age torc.
Not only is it an incredible piece of workmanship, but it helped answer a question for @@147980 , how were they made.
Check out the following wonderful blog.

bigbookoftorcs.com/2020/02/02/n...",18
8199964,31,Academia & Research,0,,"🚨 Cultural Evolution Job Alert!  

The Department of Comparative Cultural Psychology at the Max Planck Institute of Evolutionary Anthropology is hiring a group leader. Develop an independent research agenda with budget and team over 6-8 years. 👇",15
118031796,23,Food & Cooking,0,,"The cafeteria at my work offer basic af cheeseburgers. But I transform them by going to salad bar to grab dressings, blue cheese, pickled onions, jalapeño slices and fried shallots as additional toppings 🤌🤌",19
20424069,12,Climate & Energy,0,,"""A fossil fuel phase-out is at the heart of this COP...we cannot afford to pretend that there are other pathways to achieve 1.5 when so many lives are at stake""

Small island and vulnerable nations push back on COP28 President comments about fossil fuel phaseout:",45
94715611,83,Economy & Jobs,0,,"To be more constructive:

When you say this, people hear ""if only you weren't so poor, if only you weren't so stupid, you'd understand like I, the analyst who makes six figures and never struggled, that the economy is good.""

I know you'd never say that, but that's what people hear.",13
16332449,83,Economy & Jobs,0,,🧪Science Skies I have a question. Has anyone worked on federal land during a shutdown? I have some cameras I want to put out in Yosemite but it will be during the shutdown and safety and theft are a concern to me,10
629114,11,Books & Reading,0,,"OKAY. #FLATPACK2 IS HERE!!!

This is the preorder link. We WILL put it up on Itch and Drivethru in the next couple days, but we prioritized direct sales this time.

If you preorder in the next month or so, you'll get a free book called ""Day One Patch.""",51
213300249,11,Books & Reading,0,,"Just finished @@18383’s “No One Will Come Back For Us” & it is even better than I thought it was going to be. Brilliant, horrifying stories, beautifully told.

To my surprise, two stories in the collection appeared in anthologies in which I also had stories. Does that make us neighbors?",14
7690492,23,Food & Cooking,0,,"another attempt, probably in the same week since i think this is the same ciabatta lol, was trying to make a mayo-based tuna salad i actually liked. very herby, lots of crunchy bits, salt and vinegar chips since the way i make it is more acidic. it was good! but i just don’t like that much mayo",24
38607363,12,Climate & Energy,0,,"If we're going to pull off the green energy transition as quickly as possible, the public sector needs to lead in ensuring that we don't waste precious time when the market gets cold feet. I wrote about this for CPE, in the case of NuScale. Credit to the whole CPE brain trust for help on this. 🔌💡",10
19792912,11,Books & Reading,0,,"Spending the day again working on the cover for the fantasy book @@158654 & I are publishing this fall (Oct 1!)

So far, everyone we've asked is evenly split between a bold & striking black & white version and a charming color version. What to do?!? 😂

#OnceUponAWaveOfWitches #writing",12
110305986,52,Fitness & Gym,0,,"I stepped on the scale today and 265 is literally within sneezing distance. I'm almost to my first weight loss goal and if I get there it'll mean I've lost 20 lbs in the last year!

I haven't been this low since college, so this is honestly super fucking exciting for me ^^",10
40491655,31,Academia & Research,0,,"VACANCY: ***Associate*** Professor in Globalisation and Transnationalism at Maastricht University

Application deadline: 29 January. Please RT/share

➡️ vacancies.maastrichtuniversity.nl/job/Maastric...",15
133963606,50,Poetry & Literature,0,,"“In today's rush we all think too much, seek too much, want too much and forget about the joy of just Being.”
~Eckhart Tolle

May your weekend be filled with the wonders of Nature! 🤙

📷 Haemorhous mexicanus, just Being for an early Finch Friday! 🪶🌿",25
90910519,73,Writing & Authors,0,,"🫀Writing accountability thread🫀
I need one of these today because I have been struggling this week. On the to-do list today is to
🫀Edit the previous chunk I wrote
🫀Beef up descriptions in that section
🫀Sprint once
🫀Sprint twice
I'll occasionally report back with my progress.",11
53684675,0,Pets,0,,"My favorite shelter cat Dartha was adopted! I think someone named her by adding an ""a"" after Darth. Aside from her color she's nothing like Darth Vader. She's a small mighty wobbly cat more like Yoda or Luke Skywalker. I'm grateful for her adoption this Thanksgiving. May the Force be with her! ❤️",10
4388144,49,Space & Astronomy,0,,"I love that #NASA is going to the extremes to extend the lives of the two fabled #Voyager spacecraft, each ~15 billion miles away from home, cruising interstellar space.

interestingengineering.com/innovation/g...

Those machines mean so much to so many people. ♥️

(v @@4109435@mastodon.social)",61
57008062,52,Fitness & Gym,0,,"Little tip that helped me with eating disorder recovery: change the units on your scales to ones you don't understand.

I grew up knowing pounds & stone, so changed it to kg. Now all I see is numbers - what I weighed then, what I weigh now - no value judgments attached.",33
944788,51,Ancient History,0,,"I love research news about neanderthals, and this one is exciting; ""This fundamentally changes our previous knowledge about the period: Homo sapiens reached northwestern Europe long before Neanderthal disappearance in southwestern Europe."": phys.org/news/2024-01... 🧪",8
43373512,31,Academia & Research,0,,"research psychologist: my goal is to uncover universal truths of the mind. I want to strip out the social conditioning and lay bare the essential facts of the human condition. 

research psychologist: to do this I will study 40 white 20-year-olds who attend the University of Ohio",10
48520219,78,Higher Education,0,,"Low-key budget lesson on the WVU cuts at the thread linked here (sadly on the other app). I talk about the WV public ed budget, CARES funding, and federal-state tradeoffs that create the conditions for ideological takeover and consultant vultures.",9
37237159,49,Space & Astronomy,0,,"Vesta, Ceres, and the Moon, to scale. 

Vesta is a rocky protoplanet asteroid, the brightest asteroid in the sky.

Ceres is a frozen dwarf planet, with a very thin water-based 'atmosphere' (exosphere) and icy brine-water seas with cryovolcanoes.",13
